Estado,Leche (miles de litros),Unnamed: 2_level_0,Unnamed: 3_level_0,Carne en canal (toneladas),Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Otros productos,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Año,Mes-Año
Puebla,39609.03696744304,171.35260582546343,41347.79515264279,3627.791912835162,19387.69692743997,487.3382838226805,329.47482849770824,19532.64876851616,260.81423198525107,44154.50868711484,40494.81941295733,321.4049829989845,8.487896268250719,29.928158510152606,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,37857.255630877116,163.31689121045136,37022.46336080521,3418.920561646492,18372.053652980245,379.305244443672,273.25518785759886,21882.557577448948,235.8273331325482,46480.91216624085,39965.06006001172,349.4108073164186,7.15647483257232,28.119302065674013,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,40116.87826589443,145.39057377885183,38918.67708423772,3736.219882826162,15699.940395699205,338.9180869325061,307.15633253358385,16528.94589546494,205.02955088088592,35876.55393328919,39254.139238640215,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,40058.62761527807,160.9689956000554,38136.44854745752,3499.4896804740833,16760.06999791539,360.01959675548005,305.8798831842887,17114.297940323966,208.4484354185417,37550.80314501827,40026.16384046451,26.37652759863404,0.4707701698677862,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,38429.01940002741,169.05015601192034,38512.19712669077,3745.922757431785,19566.28550480211,474.52947318223545,339.5640708553314,18805.12738022282,279.3973360151926,43500.088351577135,40832.32374839343,329.02499574710174,8.04758998334236,30.067449211547885,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,38504.88183562923,147.21421577807004,35713.08099083343,3523.196093031476,15172.162164213025,358.32527144063795,303.17844494237823,15377.950611675911,206.10153345204776,35665.16664505084,36083.61880716226,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,38346.7820354038,152.4865700080571,39304.22572912647,3599.6683047602082,15682.792549087511,362.45097735094237,303.29474153991123,16068.509059601553,205.49203432181253,34740.985013650345,38013.559625052454,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,40176.69064171978,169.73701544885694,38198.18797197339,3541.167520314186,19202.216593364326,396.08364019820635,271.7527057974984,20838.361866603937,224.5499555281013,42724.28203949052,39282.95584444609,362.8975368990112,7.064725116956492,28.66829217992905,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,39810.67093991938,165.32249062413484,39692.32988697245,3441.426530970596,19444.211507025262,389.22295363266784,273.49055105242326,22374.86199610516,229.87301141194135,43970.40150178466,38660.73905359973,374.29506275411285,7.605783245376032,30.088361539108817,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,38107.89695126364,156.6745489383795,36872.13387754545,3446.101928038122,15425.898634553434,373.62100319676335,301.38371944013045,16022.532465147204,198.28391363679754,36777.3327144377,38899.853222498874,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,36805.94365150105,161.49556257360652,38102.75097036133,3437.8249165894304,19149.12983562273,395.29825894398493,285.13284047116906,22599.39555080401,225.27531664616583,43494.8449001781,41063.67662134533,369.5600787037657,7.41354479774397,27.84109560202253,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,38126.93282277754,157.88348936926357,39349.45481725249,3483.2238261905495,16469.03164196028,364.7024122224436,316.244773388328,16454.096895729195,223.89257027806906,38142.568602292085,40960.91406080176,27.435073476166497,0.5023958278379745,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,40029.62921776078,171.27920327363432,41194.90709912167,3687.400026097604,19747.84979390173,459.0888105109705,322.882031865455,19002.347310042704,262.8928969970578,45595.06399258299,40893.06896903025,310.5747835673328,8.289206459563939,28.625999493225486,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,39550.74255546061,164.8146567637924,38484.27641640965,3542.085342945838,15720.326352164795,377.2882982664069,319.218136331074,17211.496375309165,217.2058762658814,35969.769162361314,39990.65589707597,25.659222467037534,0.4855951568690846,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,37715.87522933048,171.27621384610703,39308.497679609565,3380.3031037348233,19526.70856243444,405.95116222307684,295.9949129611339,21915.19742734808,223.77459882675595,45605.28084111674,41851.65969044225,362.1035510556217,7.254288043300393,28.33466341870279,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,35797.213963192684,153.12350680443183,38729.98611172638,3634.0872504876293,15203.32828274421,339.1489030975483,317.6874869756612,16082.227786459187,212.9023203201663,34882.48683806627,37126.88980647291,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,41198.81450834868,163.21129916821542,40494.92320310765,3724.7782185811157,18354.36895507841,455.22921809596727,314.5708386896272,19734.887778431865,259.464404206047,45151.870186751956,40957.456388536935,330.1062760108017,8.304403047614842,30.863631155111857,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,41794.66438348251,172.8016235913086,38962.11713594049,3740.5494492572384,19888.648575613544,483.6439622937332,329.10921268721637,20056.440451678045,282.06640179335653,42142.69059497158,39095.9974742687,332.0269782283556,8.569514202373206,30.678678731070136,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,38493.6775577119,157.10934970096864,36714.260107911316,3737.551522879075,14565.764768184696,361.42647129654415,292.62284232267024,16037.76623618378,204.23981684174262,36733.88757516667,37890.33937102181,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,37134.45130473171,155.5119389057076,39974.2215949606,3445.1643151045364,14877.761322977181,347.8566943665892,296.80016924876617,17303.647306644012,199.77207224731342,37258.226346087235,38040.294442842074,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,36290.9486477433,150.61611857109796,35505.4325155728,3435.2330108115857,15015.210976795157,364.6212239097108,324.07877211606854,16848.840973624207,198.39635984329354,36639.508234244706,36681.255875701616,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,37943.78896770582,168.96898470125635,41531.08238764052,3679.7429818582905,18607.67658261771,458.49184215904603,317.96321902628597,19921.262649515284,260.51198074517293,44346.68060796562,41371.950653296044,312.06654756849554,8.137586902990884,29.479191396148135,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,38675.08159158101,151.98521847875722,37398.55845370118,3539.2936570419224,15124.354649063374,346.53022210705547,309.00463960544533,15601.840126371391,207.6447854229006,35069.899125821044,37180.698201996966,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,36927.393753761025,146.31191126293913,40240.07972338417,3438.0419491248126,15629.605349411879,371.7164883617493,308.25872078616237,16782.53382723416,201.84350077655827,36464.38756472625,38917.01144044924,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,38688.82531380288,158.90778474281615,39699.31706836443,3673.777650802909,15138.476575279223,353.0698784731564,310.82727754609965,15780.171109535346,211.9362920078721,37369.191390196815,39521.40187872599,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,38962.961413869976,161.37623742964274,42024.39551515122,3488.2638019641004,18310.33538498664,481.64993834308297,331.71892726771773,18705.077805836663,267.5470476862203,43856.15598490606,42327.48423755508,306.34322221536,7.900852382729266,31.183796445919796,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,39241.23555190309,172.31291870341587,38609.539887173065,3496.6653666549855,15929.36369147922,362.73099853429966,297.76328793479627,16321.598106149597,208.4801542049955,35731.641666988355,41360.15222871889,26.74723633579551,0.49319623671572016,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,39236.9452396052,167.2013084486189,39857.00932667656,3549.756670195868,19030.222807418482,389.24639137529294,280.74789545331583,21492.187177360505,230.42404735689874,46763.48678236472,42223.963292597466,356.4016607018485,7.163169435705847,29.60177751233426,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,39661.08497430102,147.73895472309007,38169.54740468254,3594.398698995176,15855.078992853289,373.1530712305398,305.1986011561943,17092.53269261094,209.43082035782908,36722.71815633496,36646.68028758689,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,37267.84329860992,153.18116543149893,38470.00538637146,3589.82110119728,15326.5766949616,352.69995248656943,292.1029819762965,16859.917752610687,198.356099499838,36675.81841739946,37330.25778624741,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,37121.207477345815,171.0384665931825,39694.42345540411,3449.0794837545577,15885.036788932863,380.9271052561144,308.43593503117,17132.893256359035,206.7459039880122,36426.32989864955,38483.9999381209,27.04582043414253,0.48159795331489613,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,37612.55260267469,168.71813292951865,40659.28511770859,3731.71417128016,16494.087414353522,356.58726837853885,298.4969825002991,16602.29329658462,203.9455331335446,38088.028648216794,41074.18708735144,27.378509878869213,0.49639830511852995,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,38622.0500293365,158.85296565975895,39095.828722069666,3389.8839147836043,14716.881649192752,338.88148132920156,296.01543201822903,15837.314432666692,212.1340771592128,34707.48835161108,38531.12916673896,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,38525.01763432019,156.57529627443893,38291.058998072695,3342.6453670502933,15068.474936038216,332.532690131166,305.8535272354065,15877.694173764652,210.6296031281705,35610.33241003499,36105.62338087447,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,39028.1980052894,171.34134209845317,38500.56237527116,3674.1677559111013,18070.999577091396,404.27794932040416,275.21246872246263,22624.81762615565,227.17820297372745,43067.77833063921,42108.91167894902,341.06911631821885,7.602160251047136,27.744534731394683,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,39040.19455240862,173.97929317889944,38514.49953434254,3697.8293540759205,19301.280793387585,393.0022194071863,287.63568255934166,20580.7058366687,235.59468847754283,45539.1238616405,38608.527998571415,363.2134111482246,7.699428101903629,28.684358737474213,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,40521.55658816426,163.26599054275414,40982.178324895816,3717.009159716907,19340.573928587266,492.3785309393067,335.99964525029515,20346.57445601433,277.64402902361206,45723.53985429201,42825.95144045761,322.675041358556,7.9493087240431635,29.46634010107262,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,35930.961899602524,153.96500907963897,36316.532997084476,3578.6907674388735,15336.93618004062,347.9563177555524,318.32830129059715,16211.680417469004,209.00384117057612,33494.946416294086,36506.35035904356,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,39986.17632402667,148.28927306740457,37046.05197138615,3616.5863265649755,14887.977179265708,372.5912682217404,295.52380732613796,16384.224940381642,212.74448475059546,37759.39001318555,36966.96801117872,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,36834.86199730649,161.6443294736507,36748.526576282704,3488.903864772697,14852.670751746857,337.9192682699178,298.76291497387604,16447.459875127333,201.13900031619696,34753.24489496458,37003.826136532516,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,37946.34991176806,159.31576997944754,37727.437800990505,3414.2135948072505,15780.716691710904,369.0472938300937,292.6118033668438,16463.443190034162,197.22505628649807,37375.85320015162,37565.111842868515,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Puebla,39103.6153875294,157.29465474997417,38396.30639995928,3563.059958513797,15629.025628258172,376.62083209985286,317.3848084725357,17351.542062953285,208.93000334213542,38551.05897555226,39606.474667093826,26.411458041105927,0.48593392510557903,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,35454.109256446114,157.29648901894979,36297.25598816893,3427.057001467899,15299.171321760346,358.3432193299708,315.4199052037785,16729.66415738634,198.05628946216692,35314.90177023227,36342.070225250216,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,37727.29133002086,171.90087698103517,37399.91936770446,3509.5879411326455,16581.78242584536,379.1197536573189,298.4463532564791,16595.983220613813,214.5205728241133,38386.33164414898,41703.815502304715,25.45947382625489,0.48501436609996684,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,39571.71991713548,162.7391840694011,36948.18673928248,3615.6965447680145,17997.369407614482,408.6329672105158,298.16884560253,21091.374624074826,237.69995660543316,46528.421281617026,40542.51030953131,365.1176923996511,7.475255672021239,30.012838211539087,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,37039.12676170682,169.2512204762972,40713.11807478509,3535.2213794738386,18435.886896406835,403.2645728445852,272.9055507566928,21772.045701568546,217.2642727448497,44401.72687472919,39622.33821934877,354.7023776102422,7.080609480674466,28.48342416568732,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Puebla,40274.86206200509,174.41568393374985,39741.9778371625,3436.826669154448,19662.052133488476,457.55058727956947,331.11375491581987,20435.543786464266,259.2283009823527,42795.41259616426,41495.74184350517,316.9637296262692,8.374453825377694,29.2078142649682,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Puebla,36190.83521186625,146.9448025787472,36859.29654849052,3374.1185939768284,14024.080830099165,332.58125912888823,315.49978538705915,15619.726369624072,206.24439656263178,35667.724412282725,37857.15182911361,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Puebla,38597.703217102324,168.1442430446064,39898.791596155155,3661.879484894464,16409.72047664198,381.9074002658884,324.7285255243508,16932.605220593967,223.13259079984127,38646.51616444225,39556.89448336914,26.928416311798983,0.4997816733042224,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Puebla,37583.72875710605,149.45072122826238,37461.51692027896,3410.3474829902807,14894.044526147763,360.0788996496423,311.18135106565336,16702.302548351763,201.41574388679692,36984.93697032548,38168.71055453244,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9277.29,52.89,9330.18,6655.39,28897.91,39.352,24.89,4316.26,,39933.8,17236.18,80.174,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,8990.39,63.231,9053.62,6451.53,30434.29,46.784,23.03,4050.48,,41006.11,15100.22,27.7,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9168.07,54.554,9222.63,5292.8,26647.52,43.69,23.124,3743.13,,35750.25,15025.84,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9857.62,56.3,9913.92,5346.24,25038.32,44.206,23.472,3979.05,0.106,34431.38,16733.87,14.69,0.106,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9734.1,58.295,9792.39,6540.14,27217.53,44.54,23.516,3636.3,,37462.03,14730.2,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,10197.320271766997,56.92533815392061,10103.577788623785,6633.222886499381,27837.924492573766,46.14406219417838,22.711646561379602,3691.2617962905233,,38374.58225956238,14162.33258062384,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9444.521334934108,51.940563140408045,8958.41213322778,5062.485710487946,26638.08984866109,44.66347569071786,23.576997120853537,3788.395134878554,,35772.65131934684,14851.298164241258,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9403.567326733737,60.58902967062019,9058.918805796255,6503.13178041062,30242.099597009415,44.76137966431297,23.7053808900593,3990.6847673743473,,41556.01846620613,15034.136165726064,28.780568787459153,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9845.64697804894,58.93405199617752,10251.690256346079,5379.111136353272,25612.970047163188,45.124755830813925,23.041903008412902,4114.9136886101915,0.10643140385243606,32954.040408794404,16514.745028925434,14.463593989823911,0.10438113661372338,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,8810.273415100924,53.43806943905032,9437.334251080756,5324.906174772592,27355.046028612356,43.880218471570025,23.94994131388392,3732.382413490309,,34872.193761299124,14456.398229329043,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9212.039595207503,56.02271996071615,9261.583811848528,5347.5739521761725,25738.594857613247,41.862558035567666,24.06316566232036,3922.465206663267,,35256.3713545357,14904.052246371059,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9689.690441234012,59.02172627463593,9880.861982057158,6655.552501497164,27517.535631266215,44.354271057368635,22.991368592517652,3685.0781057484787,,37358.984524005464,15100.190287982756,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9483.778983955259,53.90993351016241,9230.340623080649,5454.224577751039,25675.829061457625,43.62313807847117,24.24209505350668,3603.2360342092334,,34125.93290638966,14381.242980605037,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,8629.050565345686,61.37003112758872,8870.32806098291,6303.029147052877,31199.332226698294,45.220359608699866,22.20255864909629,4121.84036916353,,39529.98885469221,14466.282585223982,27.258473541430178,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,8979.818323586922,60.83698846066374,9112.488441498825,6661.236602125898,30911.971874282946,48.86915421092612,22.343742084330934,3979.638731242579,,40090.912295486414,14880.921455640755,26.51364193210799,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,8952.629997647886,53.49830358795757,9506.41338674817,6654.229088517937,30217.430822475388,40.7292230818507,24.104035624863446,4396.6836625968335,,41816.80921719044,17997.54638760919,79.44945870193304,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,8832.766820635312,64.9675368583508,9391.612381749574,6178.667879958351,29122.444326761604,47.5747541029605,23.93735830214813,3876.164007780886,,40314.529682143846,15354.768405149825,27.1770724613256,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9385.680630048677,55.33905526476829,9348.326472994962,5059.149835830253,25467.180682297247,43.52526930601165,23.48078609799624,3621.433895393645,,35686.04633377714,15294.30661817689,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,8968.829363009567,63.422603418747755,9290.029517020468,6344.588354021719,29771.391826546453,46.371203909748964,22.228796164260896,4194.570665245271,,39759.92493792989,14891.716148404974,27.993008520983953,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9613.288415643745,55.624804656994726,9459.51888774128,6726.46661158858,26568.951729825254,45.21243582269035,23.37566455063501,3537.0943023204604,,37877.03463460426,14868.164218666003,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9179.3925834415,55.3678371446967,9294.312431668204,6793.609761626535,28166.73161074907,39.530783492490045,25.17697678439874,4461.735712724109,,39057.984739177184,16391.833291151528,77.91223176448396,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,9130.890513401986,56.18360540115237,8770.104707696593,5445.558128501812,27730.087705952596,41.77757119959796,22.160802350129448,3660.510170497636,,34702.74114273184,15230.335741798235,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9541.70811319741,51.794235752111405,9093.826820818236,6666.883230555092,28174.150862409304,39.401200423441004,25.841834340965868,4377.931547311,,39999.980802983606,17948.528822007458,79.80521259777774,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,9527.53598741323,57.172430134784285,9431.487260765263,5261.148525637882,26039.82257660072,45.028677403690274,23.826052815355002,3815.803083622185,,33982.42086964348,15194.99109235943,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,10177.32733718979,58.88891872678494,10273.9894849494,6309.569016801283,27923.54799893088,44.35845441481685,23.52824424874282,3640.9016478861363,,35617.639522102625,15280.665502147796,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9543.458591627239,53.32593343925813,8956.205952120665,6541.045577044388,28752.668649054987,37.58885952399155,26.052678145380074,4232.2270261399035,,38811.93500089118,17622.223989916358,80.05846685804926,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,9675.655132366353,57.696652000188266,9816.262252790353,5310.965169621341,25731.156747242207,45.47152140819706,23.278968570554515,3864.709760579941,0.1032388078010411,32836.24771863835,16098.91738675052,13.995951441488243,0.11091870577995444,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9340.553215483083,56.25482890194694,9499.374351805393,5075.054435420828,25489.32859910201,42.38525836415207,24.24345670174,3568.3967068743254,,34348.93227166108,15630.55990027479,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9796.111530775092,57.18097455927636,9620.503295886012,5196.872444606278,25007.20035699762,43.13895926270607,23.866141821191874,3901.0392927856906,0.10106750482730072,33876.55497844293,16008.362765374975,15.371641571055905,0.10835471829583261,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9049.690821520162,50.92299840253083,9381.57524922812,6720.7627639858865,27550.150779287247,38.03255244202676,25.225196799129062,4382.369042625855,,41142.13960112044,17294.72694709783,79.24563890069236,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,10193.638249878059,55.38944605874902,10144.985018313451,5472.231156787013,23943.277095714027,43.45544871577094,22.68792933023827,4153.453678784744,0.11125163767162789,34679.453421833285,16135.026915173361,14.012785142472543,0.10992167309226546,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9402.6182346058,58.710110895035655,10028.907047504339,5612.668539930944,26055.97110168224,45.34099570604718,24.36846083429266,4126.75411951488,0.1097703785946779,34474.996728614125,15916.766190211154,14.000974056860514,0.1020849148445287,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9650.016251201805,51.43349197104214,9039.101461841406,6943.64381342906,27855.404520247288,39.42828723431989,24.70952183323441,4431.100475236826,,39109.12239682285,17101.79684737268,79.27594504919804,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,9696.601778840362,57.54979766546079,9650.776929655254,6633.379636408809,27305.771089244616,43.22554119506727,22.721708077038077,3741.1881074271973,,39079.46707900037,14428.290863188726,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9992.868002181483,55.91759285097582,10195.268904804547,5304.13731924429,24815.718324850932,45.87623564347892,22.327992370887102,4044.698318017616,0.10951255925248854,34076.78857505534,16710.443408314488,13.989804229506104,0.1091186330230237,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,10014.705041061417,55.95885009197976,9967.679732298368,5419.043687429774,24656.09333527333,45.883979547998734,23.612258540636013,3883.6669420598005,0.10704917218667842,33009.683414879655,16863.05528686307,15.06637779889281,0.10362313622346438,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,10118.71155998115,58.95338129615183,9307.891541536148,6726.960157347125,28305.777608124372,46.190556305154914,23.580432951383685,3784.368329015561,,37900.584933880054,14058.118528292525,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
