Estado,Leche (miles de litros),Unnamed: 2_level_0,Unnamed: 3_level_0,Carne en canal (toneladas),Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Otros productos,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Año,Mes-Año
Sonora,9992.343779232511,58.794516966502705,10172.664151565774,5142.193367736225,23841.046119195165,43.05132253203324,23.98686682242489,4046.985240568891,0.10169488721912757,33101.772298438234,16103.008615017237,14.380400570027827,0.11070684619454922,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9969.93139838025,54.840099967617,9453.231394796914,5298.072991748988,25448.421857516394,43.99044864488648,24.388013702043388,4003.0996292702725,0.11034204428602788,33898.46192145993,16832.001423868987,15.277722195851211,0.10227723727569421,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9430.442048807186,54.16905274857417,10157.538506329482,5527.906457155656,26198.581813005785,46.349945273936356,22.484783135474117,3824.2607647473906,0.10779352278714363,34456.900327852956,16471.428287623534,14.126108132534572,0.10560436141369316,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9006.939529641593,61.31807565443337,8784.257204912321,6376.584480438459,30617.40759442509,48.05658316916866,23.563136417253855,4029.034953907705,,42540.65100117181,15446.277008016392,28.962895156206233,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9393.571007085317,60.55057870576994,10240.953416598622,6587.145471594377,28406.452846505956,42.43400369413864,22.78091792773987,3621.885078157157,,37437.8541799099,14954.5286442089,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,10091.673186722432,57.120914875248815,9782.997517314876,5393.163606781592,23917.248950408484,42.283943416126135,24.312713179170498,4124.111683047118,0.10676078693171222,35127.78484315673,17312.19984817059,15.260564994621452,0.10985360373865417,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9745.996939938264,57.04694362786969,9622.914689051284,6333.783052216944,26996.505472570057,44.37935035232213,24.26630975919707,3653.2626923068856,,39308.221920708835,15013.745783540304,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9333.304089572672,56.277616930849405,8898.81243996375,5219.883974557723,26008.399993781706,45.47788307940915,23.21833147902857,3698.362370686761,,34432.81439086328,14920.555557989199,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,8747.872506982569,56.52541787816109,9043.34596059065,5205.21013490533,27262.600628074328,43.85908815525541,23.610165447536545,3921.6025613658107,,34944.90957202042,15285.736879343916,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9448.323747321345,58.250875726826266,10287.328552070385,5092.933389102246,26243.407056693904,44.19632997301639,23.036242585664894,3824.1537776875075,0.10530671718510234,34068.390879781124,16357.99577704375,14.379167588155736,0.10285416476551253,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9944.671349174096,60.73713222785178,10278.41994044377,6228.954752269641,26554.864967047815,42.78277985960683,23.448198431130404,3608.1362849870725,,37169.18248792671,14444.895909970284,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9317.562613504468,56.85068902710061,9663.433556343994,6757.074510322568,27637.155184085866,45.238298586442006,24.272361328655943,3469.766432632578,,37128.69688522301,15155.880920266529,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9316.75701137398,59.78176692362643,9742.067525645296,6391.725132713559,26395.82632625672,45.97464747731341,23.420208037672527,3723.5363354344795,,38989.023560610374,14651.27487604986,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,8551.756491466696,62.981487295214116,9254.674588753107,6463.193570275271,30633.11799134062,46.224556963123376,22.70250940504449,4219.821071315162,,41883.774616259885,15550.780878550206,27.25787227878498,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9586.593677470752,56.419738905436446,9578.80407907906,5186.269471589066,26551.40902176772,44.89414817669275,23.110616863021594,3660.7951129360326,,36136.01383800462,15510.306699915976,,,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9965.293012180991,59.62698640251362,9883.502640764733,6828.350395814865,28502.211921940623,46.608779016474216,24.28791094203136,3766.6037839344644,,36747.901503775705,15256.896474621824,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9591.253453549994,59.90655038937015,9686.167733157958,6382.71671045284,27512.914430043424,43.22057580895472,23.128475244197343,3560.74431514286,,38675.01450874096,15343.912035098816,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,8807.467552465272,64.21842691584119,8974.511135074392,6406.147881708962,29976.273328493815,46.89314534658148,22.27867294899162,4216.861632433545,,42872.13613906098,14996.006164649929,27.81552233037571,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,8855.26734196748,61.191349852233905,9230.725236348644,6691.998039290893,29259.8179205057,45.78814622310288,23.51826828882179,4153.34676112807,,42323.21921060656,14826.704910734923,28.42546802091549,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,10001.450493787075,58.5574844237097,9305.921949233589,6763.769339751779,26268.310009849793,45.84437358237672,24.282570365004325,3747.1732512628523,,35594.791701763614,14851.280397708062,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9426.998195637745,55.453418252345124,9441.759004458105,6446.478251531994,28104.13333632071,39.65734541341553,23.895986684045074,4108.219097567602,,40478.50250366302,17014.130470140717,79.69649448199483,,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Sonora,9427.666217717871,60.844753733644964,9650.883120051583,6738.072961612733,26539.722763402937,45.13943008776906,22.904287963556875,3804.5917301428285,,35780.49201936454,14879.084269180079,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,9416.874768107551,55.63193129282868,10080.47950048244,6512.793638542997,28171.82030727729,45.866909666929196,22.67406133112195,3718.724372846532,,36553.97744163585,15033.032087391608,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Sonora,8629.332026522683,61.1115905613388,8685.129191651551,6440.5423167324825,30620.617209319895,46.297308259304025,22.67980907087373,3971.394821683962,,39199.89214101777,15384.715722833533,26.854108027672495,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9134.50839681757,60.90238420743054,9133.47498080893,6215.068504644063,30505.478578013175,48.72595737603552,22.915658304419164,4183.900650211746,,41431.734776114245,14910.792099563898,26.4746838026913,,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Sonora,9991.442993133262,59.61234988525929,9773.757911719198,6265.847518418353,26169.026021316655,44.68711057471431,24.101140014002908,3556.854553379621,,38161.03369369575,14239.478414306297,,,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,197.931,,197.931,2887.24,25818.49,96.831,0.689,21248.12,507.327,50558.7,12887.47,1392.65,22.82,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,158.571,,158.571,2898.5,16637.27,92.666,0.637,15018.92,373.286,35021.28,9608.48,1076.86,18.58,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,189.781,,189.781,2917.8,15868.98,90.525,0.72,16174.69,416.099,35468.82,9485.67,248.52,4.2,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,272.959,,272.959,3023.92,21371.53,91.9,0.755,20568.46,419.562,45476.13,12113.58,264.767,5.522,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,189.425,,189.425,2889.52,13302.39,89.532,0.674,15085.3,400.352,31767.77,8139.18,188.158,4.058,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,262.85760422713406,,260.94106531130046,3065.2081944690403,20891.841604946734,92.19427922986527,0.7195797717752594,20425.591907764025,420.642633099067,47226.79869241805,12407.371664607908,262.4334691726119,5.3737610463399,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,159.60146345809224,,161.29274882270354,2897.988704744714,16840.31051498481,93.50398873695097,0.6084557305793228,15586.611892145549,363.93609527995824,34612.52646760966,9201.69136138013,1104.168591406487,19.40225035591969,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,196.73738425243238,,191.3411660637575,2890.5693601441867,16650.43568412426,86.55394847596082,0.6942362721626804,16345.340689353414,395.3780403216522,35445.768786054614,9839.140025314444,241.15553570792676,4.007991773150027,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,191.1438014878529,,199.08423340339527,3049.9821817795796,15688.586470708697,89.27735054656549,0.6993643210542496,15765.683128586606,402.537571101541,34700.22756235926,9796.91079614006,244.23432640905665,4.177482493910542,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,197.1383826199121,,184.48401514814014,2896.03289622916,13400.616516018734,91.52971206172528,0.6851308534916686,14867.852579985298,385.02116238162483,32678.772762566347,7908.076217693708,189.03642042289718,3.8835074252235975,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,197.8162209500379,,190.0072423525209,2808.3584339277977,13190.123010887877,86.85105603990662,0.6509037912721233,14457.6301373727,398.31359758346224,31441.985663529424,8390.944695603544,189.5768879492987,4.151023458674357,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,196.39474908604618,,200.91891362972555,2875.391771619731,26715.09300803602,93.96071978761917,0.6627404455521002,20894.259320423927,513.0221590851554,50627.51568189205,13256.512669409785,1326.1010325816958,23.067389191678203,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,195.50265703158152,,200.7929075807927,3008.3272089978404,26857.00365604258,92.0871583536305,0.7072391488477155,21625.361131497255,492.7710278201037,49311.70591538954,13057.863743705608,1454.6388274971057,23.291539389233055,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,206.56714823262692,,199.14418922493203,2793.7209888644543,26792.765210016543,96.22563124353995,0.7007857090579481,20338.93651558958,529.6015519325746,53024.24350313036,12724.46950741894,1420.03329692609,22.533564272727013,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,192.7425906083276,,194.6707088356235,2806.8673142430434,13933.418452408456,92.95869745704528,0.669640852526083,14640.889186731361,380.6019203799042,31105.39846536444,7953.198723006198,188.07716262361322,4.005035768829933,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,182.15150964143768,,183.83660656146174,2748.8089196625447,12673.877593322,85.52007952812589,0.677323478597759,14906.450254203222,411.25362560234754,32627.858645102548,7920.873836241128,196.30763541717982,3.873490563402331,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,180.75486145965064,,193.69894324119815,2749.1442431530054,13754.426711716309,86.76652402985961,0.6613277229700006,15812.48618807469,405.36459798910516,31537.439849653394,7991.54256975463,187.01203433664654,3.997107656461128,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,191.00753659273116,,192.05333467011434,3013.909888913955,16268.51675785139,88.80579028334779,0.718740030256946,16635.445167919475,410.8376279161139,34426.80780217965,9868.472222011465,260.4597847923593,4.380301128950065,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,197.57351351281739,,196.92765280516872,2956.5922914924854,12941.48872246633,91.60667791140672,0.6744497365414371,15437.521761685734,382.3557349873396,32719.909675832005,7795.414225111236,188.38914753534198,4.008990128787826,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,196.31418629912787,,196.37009078342322,2875.5038794515526,16593.11344355648,91.79810370384543,0.7118810835248228,15553.890770260256,421.40370350328664,34878.642915084914,9797.626439901442,238.9342299559898,4.339174436613227,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,201.41157203054328,,194.27218686025455,2944.4971905593734,24910.138535822556,96.01707642245657,0.717012825315312,21845.183446703857,501.523864664159,52405.070089308174,12692.727537539924,1429.5275074295414,23.60118680183935,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,190.7879839086862,,193.5020429969657,2856.9834358679195,26282.060799820756,99.33959044573278,0.6556566624971912,21854.262593934967,529.4600099037091,52658.186343510475,12915.30615681145,1417.5641916829654,22.53073631885741,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,193.0664772016763,,207.46441240434393,3018.0021745276767,25108.19808139595,97.89256804897494,0.7084416000269869,21462.944220894922,509.45726987236003,52377.922534639685,13266.987476907592,1430.6674957426228,23.121198168664105,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,164.5255190705675,,159.00334670029133,3033.8752197113363,16523.106132642944,96.3359516741036,0.6130731863500724,15755.390437489099,389.69757540447085,33392.81819866653,9977.807436453928,1125.4739863053537,17.82820043702334,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,153.54124263239214,,165.01565786688764,2867.426275918338,17001.8922378639,95.61302667356861,0.6559537668662196,14756.470239276836,362.8520476001876,36027.69823799604,9459.338537913962,1106.6340270452774,17.843634803004285,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,266.91130424366304,,263.7843300370097,3131.033870702228,21506.86444869485,89.62835703995975,0.7637513496335924,21476.08947007646,429.0326014404184,45072.93620526457,12067.358795790455,267.7148258159095,5.272768761873998,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,262.84861641496565,,276.85737081649404,3106.4999414969807,21216.590321328367,89.7995205284583,0.7809174958656985,21421.498034873825,424.48132336853337,47175.677210218644,12010.028351244338,274.2273606151373,5.566736534561736,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,277.76603267386463,,281.41691268817584,2966.4655010012516,21000.388656681585,88.45702601253203,0.7246123315858877,19563.65094908287,429.6066595724485,46103.49259839053,11523.95274544323,269.3539940008581,5.481176393845131,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,165.61127181437496,,165.66539121221723,2820.8317444069853,17202.37094001342,91.15521732733338,0.6407570663921557,14944.000410180308,362.6349508270852,36189.74096209332,9412.412132874062,1066.9657087533562,18.66924411868216,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,154.90750297381118,,155.99168635012103,2886.394313416363,16044.674317606214,97.29507367720235,0.637069297972702,15735.479030786293,379.4450142988333,35019.2899853402,9569.267056853463,1118.3858499321395,18.61915398796458,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,272.2877012272148,,279.1000635161299,3108.9976386110716,21222.149152884293,91.03385323957242,0.7705675853137336,19752.1417617836,419.4797823391726,45635.412440045664,12005.882531866191,257.4038419300496,5.439282091680302,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,276.62592410118305,,274.01843601344456,3163.0710567596952,22234.42170579196,89.33128871479289,0.7575889366679726,20666.74575750355,429.75001321216445,43858.94257293028,12382.415745184939,270.4499926433758,5.620000819665521,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,198.8861394068246,,181.10221343201408,2965.681699107134,13762.452560154317,91.88206176128651,0.6767455098247713,15807.821768096717,393.42769773754685,32669.934509375093,8045.4195905213655,195.33742165547426,4.162900063275871,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,262.1718804613672,,278.1452138296112,3131.331750613675,21159.827390494556,92.29030852182181,0.7496844937399929,20682.60554109044,435.9273105718253,45109.54515008166,12100.711076472213,270.8914980972283,5.253977724552253,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,189.3979273696369,,193.02590405442038,2919.300637396583,13652.38700648864,86.3948116979047,0.6611154401780949,14617.377078992586,383.7094199907283,31768.02451788244,8081.887166091189,191.86989482983356,3.9391989252462105,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,187.60079814752163,,197.9530990030581,3015.665296883116,16381.803275930228,89.44494333870874,0.7187230340101578,16307.61882699463,428.8811168359694,36480.02795036721,9713.920024178287,254.7985668842733,4.289559064595002,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,164.3718469419474,,158.528383190146,2980.9393856922907,17284.272507275287,91.87342506601688,0.6126979632535471,14575.021662490233,386.7735557842012,35367.449243289404,9957.241303621824,1073.0969394685033,18.36934028075366,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,272.3030175889211,,265.59595610662217,2986.721411994172,21466.645637840862,94.23269494823113,0.789844257093223,20608.98863431747,432.8727014261687,44116.84268720173,12152.209090968385,274.67380490026693,5.611723635501156,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,152.40223170509915,,151.34910300480803,2913.569389069691,16145.573596573147,88.22425330697372,0.6506579656430143,14379.177414744812,373.7610584808401,35337.2863221268,9886.580344928061,1044.924260261505,18.295656621786808,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,160.70257711422389,,157.23332971849706,2986.8326924087132,16230.171103924658,90.52559745902121,0.6658221553330158,15177.343577031761,370.98599756557627,34697.79844565057,9413.222889845409,1036.7347335934123,18.377023073028464,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,162.86479534187217,,155.42997330479895,2766.924544404959,16297.361712959217,92.82905788577041,0.6195925342544186,15044.136675257068,391.8107763887726,34914.55454750699,9648.229907180392,1053.7622984958418,17.94582534731543,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,180.3466306822352,,194.7359599805517,3007.6913730057845,16017.834969191816,88.43248513605437,0.7473125534527101,16563.143568969233,404.82987197282614,33795.79574957588,9338.860241462866,249.30476146465213,4.098457028259787,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,205.0358655701991,,195.04650729627534,2794.23857072793,24612.274995246822,98.07463972456291,0.7102756299364277,21525.833929523837,509.70514431399965,49092.64608733888,12776.896700227919,1394.1208884376815,23.060549630632316,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,264.3887152058547,,285.21680246749037,3028.360208348586,21662.273570280515,91.73336213453373,0.7683750071405543,20670.492455002415,426.722896478046,44480.37593238342,12395.116394451745,273.25539712737566,5.485092670068235,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,198.96161414152078,,207.08155207875754,2976.2465180103486,25468.273126131695,95.4919265688308,0.6976145109212706,21651.364376228597,517.5175575098673,51635.3981149331,13379.336379118835,1379.3597539341056,23.445958722479567,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,196.2643715108568,,200.32415581703813,2816.1622369697134,25289.83525251608,101.18073205484986,0.6763602719369561,20491.563505261238,492.3113721595156,48088.86945097374,12399.673320778184,1390.469726527487,23.624598867169297,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,202.2786299575539,,206.4155159269143,2813.8485071062296,26798.29284163784,98.11071364657239,0.7108007030840906,21450.74135255822,515.1395360884475,50097.48969173052,13060.985937880343,1324.8791504091198,22.91503712637065,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,156.52799684181898,,162.7073934264008,2870.3162608942835,16570.72490559246,89.2368147202581,0.6370965348962591,14526.465537494707,385.1702901993553,36506.27637567033,9687.407713223512,1067.1401794155943,19.05986062864016,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,196.4292389742933,,190.31263874917133,3003.552825645653,12763.713768236363,90.0700129855502,0.6450780922150726,15727.213016210797,382.3369037267486,30534.801269399075,7828.601131855996,190.93849041234702,3.9796418514543563,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,162.22600384535963,,153.50161096279254,2753.7033401995745,17180.887420128005,95.26742979087147,0.6250793833464717,14370.604445394774,388.6475137500234,35078.80030986326,9331.654243614717,1024.6870300918551,18.422016518213344,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,160.91330252486185,,157.91448345009331,3014.840890561665,15884.668546311068,94.59799063078675,0.6647284251773374,14914.350393562605,355.72304507289334,36024.71805799769,9426.882125058906,1053.2640553030458,18.97534092241087,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,203.79451973203516,,199.1358943407826,2787.2857793826233,26403.922257669437,93.65580721618892,0.713161869955674,21664.152830092018,500.02002159992395,52796.080761751735,12458.228416722843,1351.978542376437,22.560335767608464,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,162.59906866716287,,164.34237518187314,3040.55153610316,17092.975176627846,97.04372716310502,0.6676973929674755,14955.873895526864,355.21198447690176,35885.52337905694,9362.242985824549,1027.5382428975577,18.7444421695254,,2024,Enero_2024Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,188.7457877865898,,197.56152965510807,3018.5652432180386,25437.93218551482,96.33535741312896,0.6978187440614224,20381.399099212307,485.874432691968,51673.850740424794,12587.966226730628,1389.7616564219481,22.102020681866293,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,187.43100549770568,,196.95795248720222,2887.9813853827804,13734.435473147105,86.47918266348731,0.6569821789296638,15165.82384719762,416.81320453084146,32804.949855707826,8005.4319748394855,182.16936914072232,4.098487199615028,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,284.7182729068212,,277.7180122965267,3027.766501176556,21404.996546204336,88.96099898043768,0.7295425362506033,20859.77502514391,413.47251198695153,45231.47397313335,12415.681120124307,271.20299700035815,5.721627869130692,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,190.52292302859004,,190.7460861549276,2881.9128517218055,25723.719755408718,92.94066925286609,0.667428404957923,21681.14034790036,503.5104566215951,52105.010197126525,12980.146636975851,1441.1041767323027,23.66123565807706,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,193.91620140655917,,198.8011845884406,2928.6567123006107,12697.66771573763,92.24945832843966,0.641634227372605,14894.108627911506,388.9557553775267,30204.68263781404,8534.944918741341,189.01572168006615,4.149038960088527,,2024,Diciembre_2024Avance mensual de la producción pecuaria (2).xls.xlsx
Yucatán,285.913410623028,,273.70233998467273,2900.1575169822254,20922.79026129434,88.4264602428178,0.7467464993794384,20699.398756770624,423.63576955310805,47406.86937472527,12010.294561883662,277.52102079572956,5.657705015925837,,2026,Enero_2026Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,181.28258080187837,,187.72867593508113,2781.4272649671025,16552.948860777942,87.13144639027567,0.697782792995967,16094.92690193297,420.04375228242134,35267.7348790893,9726.47803149427,247.28929345818725,4.224329526963294,,2025,Enero_2025Avance mensual de la producción pecuaria.xls.xlsx
Yucatán,201.53718169863058,,201.08035465152182,2759.5382203039517,25539.195807779543,100.22465169289069,0.6829130612254667,21613.70673581325,500.84338081835125,50828.583290424795,13366.198813643745,1394.511723796973,23.013212581758413,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
Yucatán,197.3006717341854,,190.1897862529581,2871.1769410944066,25939.063692298972,95.32628581011416,0.7189711163536909,21425.66284685538,498.85640824084174,49319.416515821285,13118.127995967297,1460.7809105049264,21.9839906267788,,2025,Diciembre_2025Avance mensual de la producción pecuaria (1).xls.xlsx
